# q qerr I(q) I(q)err
5.017343134654914799e-02 6.784437425331957467e-05 1.464242424242424363e+02 1.216679811745786921e+01
5.040364307755263590e-02 6.549987049623397846e-05 1.404261954261954202e+02 1.156110549903356244e+01
5.063525219032424807e-02 6.906177440634427543e-05 1.406383399209486242e+02 1.173517520305311912e+01
5.087248401921887209e-02 6.982607771126056830e-05 1.483039215686274588e+02 1.286842892115758552e+01
5.110824603904627617e-02 6.828347019243583200e-05 1.546926147704590733e+02 1.308969176557670977e+01
5.134041616444540157e-02 6.749734166748146504e-05 1.532319999999999993e+02 1.279361715856779824e+01
5.157233759481640728e-02 6.701141620730611365e-05 1.409318637274548962e+02 1.268112188117646255e+01
5.180603234918396832e-02 6.902301690403682475e-05 1.319961013645224170e+02 1.124683089901940392e+01
5.204093912643181080e-02 6.858285367200194556e-05 1.298919449901768246e+02 1.084675799385734685e+01
5.227550176404114485e-02 6.841128413638082530e-05 1.295555555555555429e+02 1.186573869673298809e+01
5.250874134631969281e-02 6.710124584087647154e-05 1.276074950690335328e+02 1.156496946666547210e+01
5.273983379343173683e-02 6.699865505256583098e-05 1.224035785288270404e+02 1.282792346995598365e+01
5.297309563147201833e-02 7.004200559247158596e-05 1.176110056925996190e+02 1.071706748285284760e+01
5.320870841843343413e-02 6.736639692893721994e-05 1.138806262230919799e+02 1.094422783693911505e+01
5.344158726524587955e-02 6.810737650478912789e-05 1.126743737957610847e+02 1.040181579165600390e+01
5.367526270033567970e-02 6.805918753122887452e-05 1.114605009633911408e+02 1.109065818516552504e+01
5.391026527670270824e-02 6.883326900963864436e-05 1.106825095057034218e+02 1.066341793814228467e+01
5.414369868353056253e-02 6.749358219613563344e-05 1.111445086705202243e+02 1.066365320737372890e+01
5.437486949081267451e-02 6.641570492905651368e-05 1.138696498054474660e+02 1.061477351175140171e+01
5.460633195359332337e-02 6.803263502740879241e-05 1.160361216730038052e+02 1.069365593261286840e+01
5.484155575107002578e-02 6.931669974032373370e-05 1.155149812734082388e+02 1.077475332591162704e+01
5.507758596231705078e-02 6.905344121730599505e-05 1.131369606003752324e+02 1.061364292804675458e+01
5.531123208233620220e-02 6.772891677133621323e-05 1.112140151515151558e+02 1.087271661007550883e+01
5.554365515600671876e-02 6.719762712666427933e-05 1.134952380952380935e+02 1.100257401341317376e+01
5.577734969999190856e-02 6.950070055363419556e-05 1.155138121546961258e+02 1.100536954338025986e+01
5.601099427749139242e-02 6.700515619549475674e-05 1.164209523809523859e+02 1.109168633116417801e+01
5.624621814925619134e-02 7.010497752434535551e-05 1.143790613718411606e+02 1.047489487753746751e+01
5.648196424828423601e-02 6.688681858197991978e-05 1.159303201506591279e+02 1.065733632939770992e+01
